"";"dw08";"sex";"educ";"dw18";"dg10";"dw19c"
"1058";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"MECKLENB.-VORPOMMERN";NA
"1059";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BAYERN";NA
"1060";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1061";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN-ANHALT";NA
"1062";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"FRUEHERE DT.OSTGEB.";NA
"1063";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"JA";"NORDRHEIN-WESTFALEN";"52 BIS 103 WOCHEN"
"1064";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"SONSTIGES LAND";"12 BIS 25 WOCHEN"
"1065";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1066";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"1067";NA;"FRAU";"MITTLERE REIFE";NA;"THUERINGEN";NA
"1068";"UNBEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1069";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1070";NA;"FRAU";"MITTLERE REIFE";NA;"BRANDENBURG";NA
"1071";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"1072";NA;"MANN";"HOCHSCHULREIFE";NA;"HAMBURG";NA
"1073";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"NIEDERSACHSEN";NA
"1074";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1075";NA;"MANN";"MITTLERE REIFE";NA;"SACHSEN";NA
"1076";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"EHEM. BERLIN-OST";NA
"1077";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"RHEINLAND-PFALZ";NA
"1078";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN-ANHALT";NA
"1079";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1080";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"THUERINGEN";NA
"1081";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1082";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1083";NA;"MANN";"MITTLERE REIFE";NA;"HESSEN";NA
"1084";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"NEIN";"BAYERN";NA
"1085";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1086";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BRANDENBURG";NA
"1087";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"1088";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BAYERN";NA
"1089";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1090";NA;"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"1091";NA;"MANN";"HOCHSCHULREIFE";NA;"BREMEN";NA
"1092";NA;"FRAU";"HOCHSCHULREIFE";NA;"SACHSEN-ANHALT";NA
"1093";NA;"FRAU";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1094";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1095";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BRANDENBURG";NA
"1096";NA;"MANN";"MITTLERE REIFE";NA;"NORDRHEIN-WESTFALEN";NA
"1097";NA;"MANN";"MITTLERE REIFE";NA;"SACHSEN-ANHALT";NA
"1098";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"1099";NA;"MANN";"HOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1100";NA;"MANN";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"1101";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1102";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"NORDRHEIN-WESTFALEN";"12 BIS 25 WOCHEN"
"1103";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BRANDENBURG";NA
"1104";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SACHSEN-ANHALT";NA
"1105";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"RHEINLAND-PFALZ";NA
"1106";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"NIEDERSACHSEN";"4 BIS 11 WOCHEN"
"1107";NA;"FRAU";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"1108";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"EHEM. BERLIN-WEST";"26 BIS 51 WOCHEN"
"1109";NA;"MANN";"HOCHSCHULREIFE";NA;"SACHSEN";NA
"1110";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"SONSTIGES LAND";"26 BIS 51 WOCHEN"
"1111";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"MECKLENB.-VORPOMMERN";NA
"1112";NA;"MANN";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"1113";"BEFRISTET";"FRAU";"MITTLERE REIFE";"JA";"NORDRHEIN-WESTFALEN";"26 BIS 51 WOCHEN"
"1114";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BRANDENBURG";NA
"1115";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BRANDENBURG";NA
"1116";"BEFRISTET";"FRAU";"MITTLERE REIFE";"JA";"SACHSEN";"12 BIS 25 WOCHEN"
"1117";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"JA";"HESSEN";"104 UND MEHR WOCHEN"
"1118";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"HESSEN";NA
"1119";"UNBEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"JA";"THUERINGEN";"12 BIS 25 WOCHEN"
"1120";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SACHSEN";NA
"1121";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"JA";"HESSEN";"12 BIS 25 WOCHEN"
"1122";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"NIEDERSACHSEN";NA
"1123";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"NEIN";"THUERINGEN";NA
"1124";NA;"MANN";"MITTLERE REIFE";"NEIN";"BAYERN";NA
"1125";NA;"MANN";"MITTLERE REIFE";NA;"HESSEN";NA
"1126";"BEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"NORDRHEIN-WESTFALEN";"4 BIS 11 WOCHEN"
"1127";NA;"FRAU";"MITTLERE REIFE";NA;"BAYERN";NA
"1128";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"RHEINLAND-PFALZ";NA
"1129";NA;"MANN";"HOCHSCHULREIFE";NA;"MECKLENB.-VORPOMMERN";NA
"1130";NA;"MANN";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"1131";"BEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"1132";NA;"MANN";"FACHHOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"1133";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"1134";"BEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"1135";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BRANDENBURG";NA
"1136";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"EHEM. BERLIN-OST";NA
"1137";NA;"FRAU";"MITTLERE REIFE";NA;"SACHSEN-ANHALT";NA
"1138";NA;"FRAU";"MITTLERE REIFE";NA;"SCHLESWIG-HOLSTEIN";NA
"1139";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"1140";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"1141";NA;"FRAU";"HOCHSCHULREIFE";NA;"BAYERN";NA
"1142";NA;"FRAU";"MITTLERE REIFE";NA;"NORDRHEIN-WESTFALEN";NA
"1143";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"SONSTIGES LAND";"26 BIS 51 WOCHEN"
"1144";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1145";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN";NA
"1146";NA;"MANN";"HOCHSCHULREIFE";NA;"HESSEN";NA
"1147";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1148";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1149";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"EHEM. BERLIN-WEST";"26 BIS 51 WOCHEN"
"1150";NA;"MANN";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1151";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"MECKLENB.-VORPOMMERN";NA
"1152";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"RHEINLAND-PFALZ";NA
"1153";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NIEDERSACHSEN";NA
"1154";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1155";NA;"FRAU";"MITTLERE REIFE";NA;"SACHSEN";NA
"1156";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BAYERN";NA
"1157";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1158";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"1159";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"NIEDERSACHSEN";NA
"1160";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"THUERINGEN";NA
"1161";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1162";"UNBEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1163";NA;"MANN";"MITTLERE REIFE";NA;"SONSTIGES LAND";NA
"1164";"UNBEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"NEIN";"RHEINLAND-PFALZ";NA
"1165";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"RHEINLAND-PFALZ";NA
"1166";NA;"FRAU";"HOCHSCHULREIFE";NA;"HAMBURG";NA
"1167";NA;"FRAU";"MITTLERE REIFE";NA;"NORDRHEIN-WESTFALEN";NA
"1168";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"SACHSEN-ANHALT";"52 BIS 103 WOCHEN"
"1169";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BAYERN";NA
"1170";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"1171";"BEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"JA";"MECKLENB.-VORPOMMERN";"12 BIS 25 WOCHEN"
"1172";NA;"FRAU";"HOCHSCHULREIFE";NA;"MECKLENB.-VORPOMMERN";NA
"1173";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"NIEDERSACHSEN";NA
"1174";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"EHEM. BERLIN-OST";NA
"1175";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"HESSEN";NA
"1176";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"1177";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"EHEM. BERLIN-WEST";NA
"1178";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"BADEN-WUERTTEMBERG";"52 BIS 103 WOCHEN"
"1179";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"NORDRHEIN-WESTFALEN";"26 BIS 51 WOCHEN"
"1180";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"1181";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"THUERINGEN";NA
"1182";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"NEIN";"MECKLENB.-VORPOMMERN";NA
"1183";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"SONSTIGES LAND";NA
"1184";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1185";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"HESSEN";NA
"1186";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BADEN-WUERTTEMBERG";NA
"1187";NA;"FRAU";"HOCHSCHULREIFE";"NEIN";"HESSEN";NA
"1188";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1189";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"SONSTIGES LAND";NA
"1190";NA;"MANN";"MITTLERE REIFE";NA;"EHEM. BERLIN-WEST";NA
"1191";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"NIEDERSACHSEN";NA
"1192";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1193";NA;"MANN";"OHNE ABSCHLUSS";NA;"SONSTIGES LAND";NA
"1194";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"HESSEN";NA
"1195";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"FRUEHERE DT.OSTGEB.";NA
"1196";"BEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"BAYERN";"26 BIS 51 WOCHEN"
"1197";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"THUERINGEN";NA
"1198";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"BAYERN";"104 UND MEHR WOCHEN"
"1199";NA;"MANN";"OHNE ABSCHLUSS";"JA";"SACHSEN-ANHALT";"12 BIS 25 WOCHEN"
"1200";NA;"MANN";"MITTLERE REIFE";NA;"THUERINGEN";NA
"1201";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"NORDRHEIN-WESTFALEN";"12 BIS 25 WOCHEN"
"1202";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BADEN-WUERTTEMBERG";NA
"1203";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"THUERINGEN";NA
"1204";NA;"MANN";"HOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"1205";NA;"MANN";"HOCHSCHULREIFE";NA;"BRANDENBURG";NA
"1206";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1207";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN-ANHALT";NA
"1208";NA;"FRAU";"MITTLERE REIFE";NA;"MECKLENB.-VORPOMMERN";NA
"1209";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"MECKLENB.-VORPOMMERN";NA
"1210";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1211";NA;"FRAU";"HOCHSCHULREIFE";NA;"BRANDENBURG";NA
"1212";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"NORDRHEIN-WESTFALEN";"52 BIS 103 WOCHEN"
"1213";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"RHEINLAND-PFALZ";NA
"1214";NA;"MANN";"MITTLERE REIFE";NA;"SACHSEN";NA
"1215";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"1216";"BEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"1217";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"1218";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"THUERINGEN";NA
"1219";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"RHEINLAND-PFALZ";NA
"1220";NA;"MANN";"MITTLERE REIFE";NA;"BRANDENBURG";NA
"1221";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"JA";"SCHLESWIG-HOLSTEIN";"26 BIS 51 WOCHEN"
"1222";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN-ANHALT";NA
"1223";"BEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1224";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BADEN-WUERTTEMBERG";NA
"1225";NA;"MANN";"HOCHSCHULREIFE";"NEIN";"EHEM. BERLIN-WEST";NA
"1226";NA;"FRAU";"MITTLERE REIFE";NA;"BADEN-WUERTTEMBERG";NA
"1227";NA;"FRAU";"HOCHSCHULREIFE";NA;"SAARLAND";NA
"1228";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"HESSEN";"12 BIS 25 WOCHEN"
"1229";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"JA";"MECKLENB.-VORPOMMERN";"104 UND MEHR WOCHEN"
"1230";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"JA";"BADEN-WUERTTEMBERG";"4 BIS 11 WOCHEN"
"1231";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN";NA
"1232";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"HAMBURG";NA
"1233";NA;"FRAU";"MITTLERE REIFE";NA;"BRANDENBURG";NA
"1234";NA;"MANN";"MITTLERE REIFE";NA;"RHEINLAND-PFALZ";NA
"1235";NA;"FRAU";"HOCHSCHULREIFE";NA;"SCHLESWIG-HOLSTEIN";NA
"1236";NA;"FRAU";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1237";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"SACHSEN";NA
"1238";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SONSTIGES LAND";NA
"1239";NA;"FRAU";"HOCHSCHULREIFE";NA;"SONSTIGES LAND";NA
"1240";"BEFRISTET";"MANN";"MITTLERE REIFE";"JA";"SACHSEN";"104 UND MEHR WOCHEN"
"1241";NA;"MANN";"MITTLERE REIFE";NA;"SACHSEN";NA
"1242";NA;"FRAU";"MITTLERE REIFE";NA;"MECKLENB.-VORPOMMERN";NA
"1243";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SACHSEN-ANHALT";NA
"1244";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"1245";NA;"FRAU";"MITTLERE REIFE";"NEIN";"HESSEN";NA
"1246";NA;"MANN";"MITTLERE REIFE";"NEIN";"EHEM. BERLIN-OST";NA
"1247";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"EHEM. BERLIN-OST";"4 BIS 11 WOCHEN"
"1248";NA;"MANN";"MITTLERE REIFE";NA;"BAYERN";NA
"1249";NA;"FRAU";"MITTLERE REIFE";NA;"NORDRHEIN-WESTFALEN";NA
"1250";NA;"FRAU";"MITTLERE REIFE";"NEIN";"EHEM. BERLIN-OST";NA
"1251";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1252";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1253";"BEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"BADEN-WUERTTEMBERG";"26 BIS 51 WOCHEN"
"1254";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"HESSEN";NA
"1255";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"1256";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"SACHSEN";"104 UND MEHR WOCHEN"
"1257";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN";NA
"1258";NA;"FRAU";"MITTLERE REIFE";NA;"SACHSEN-ANHALT";NA
"1259";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"SACHSEN-ANHALT";NA
"1260";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1261";NA;"FRAU";"HOCHSCHULREIFE";NA;"SONSTIGES LAND";NA
"1262";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1263";NA;"FRAU";"HOCHSCHULREIFE";NA;"BAYERN";NA
"1264";NA;"MANN";"HOCHSCHULREIFE";"NEIN";"THUERINGEN";NA
"1265";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"NIEDERSACHSEN";"26 BIS 51 WOCHEN"
"1266";NA;"FRAU";"HOCHSCHULREIFE";NA;"SACHSEN";NA
"1267";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1268";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1269";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1270";NA;"MANN";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1271";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"SACHSEN-ANHALT";NA
"1272";NA;"FRAU";"MITTLERE REIFE";NA;"NORDRHEIN-WESTFALEN";NA
"1273";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1274";NA;"MANN";"MITTLERE REIFE";NA;"THUERINGEN";NA
"1275";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN-ANHALT";NA
"1276";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"NIEDERSACHSEN";NA
"1277";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1278";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"1279";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"HESSEN";NA
"1280";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"RHEINLAND-PFALZ";NA
"1281";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"1282";NA;"FRAU";"HOCHSCHULREIFE";NA;"HESSEN";NA
"1283";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"JA";"HESSEN";"12 BIS 25 WOCHEN"
"1284";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BRANDENBURG";NA
"1285";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"RHEINLAND-PFALZ";NA
"1286";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"SCHLESWIG-HOLSTEIN";NA
"1287";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1288";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"THUERINGEN";NA
"1289";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"1290";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1291";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"HESSEN";NA
"1292";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"NIEDERSACHSEN";NA
"1293";NA;"MANN";"HOCHSCHULREIFE";NA;"MECKLENB.-VORPOMMERN";NA
"1294";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"JA";"NORDRHEIN-WESTFALEN";"4 BIS 11 WOCHEN"
"1295";NA;"MANN";"MITTLERE REIFE";NA;"NORDRHEIN-WESTFALEN";NA
"1296";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"THUERINGEN";NA
"1297";"BEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"HESSEN";NA
"1298";NA;"MANN";"MITTLERE REIFE";NA;"BADEN-WUERTTEMBERG";NA
"1299";NA;"MANN";"HOCHSCHULREIFE";NA;"EHEM. BERLIN-OST";NA
"1300";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1301";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"SACHSEN";NA
"1302";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BADEN-WUERTTEMBERG";NA
"1303";NA;"FRAU";"HOCHSCHULREIFE";NA;"SACHSEN";NA
"1304";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"NIEDERSACHSEN";NA
"1305";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN";NA
"1306";NA;"MANN";"MITTLERE REIFE";NA;"SACHSEN";NA
"1307";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"HESSEN";NA
"1308";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"HESSEN";NA
"1309";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1310";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN";NA
"1311";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"HESSEN";NA
"1312";"UNBEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"NEIN";"NIEDERSACHSEN";NA
"1313";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"1314";NA;"FRAU";"MITTLERE REIFE";NA;"NORDRHEIN-WESTFALEN";NA
"1315";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"BADEN-WUERTTEMBERG";NA
"1316";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"1317";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"SONSTIGES LAND";"104 UND MEHR WOCHEN"
